City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
102,Kandrian,PG,2021-04-04 16:59:13,-6.2167,149.55,78.03,86,100,3.02,overcast clouds
103,Zyryanka,RU,2021-04-04 16:59:14,65.75,150.85,-9.44,99,100,5.68,overcast clouds
104,Okha,RU,2021-04-04 16:59:14,53.5739,142.9478,10.53,82,14,14.18,few clouds
105,Lewiston,US,2021-04-04 16:59:14,44.1003,-70.2148,55.0,24,1,16.11,clear sky
106,Kande,TG,2021-04-04 16:59:14,9.9578,1.0447,98.6,12,0,4.61,clear sky
107,Sitka,US,2021-04-04 16:56:04,57.0531,-135.33,35.6,93,90,5.75,light rain
108,Lewisporte,CA,2021-04-04 16:59:15,49.2499,-55.0482,46.4,87,90,20.71,overcast clouds
109,Lucapa,AO,2021-04-04 16:59:15,-8.4192,20.7447,74.17,73,98,3.18,overcast clouds
110,Charqueadas,BR,2021-04-04 16:59:16,-29.9547,-51.6253,82.4,47,20,8.05,few clouds
111,Riyadh,SA,2021-04-04 16:58:58,24.6877,46.7219,77.0,10,0,11.5,clear sky
112,Vostok,RU,2021-04-04 16:59:16,46.4856,135.8833,21.29,75,1,5.68,clear sky
113,Hamilton,US,2021-04-04 16:57:04,39.1834,-84.5333,66.99,36,1,3.44,clear sky
114,Burlington,US,2021-04-04 16:55:52,39.8835,-74.6413,60.01,33,1,4.61,clear sky
115,Jinka,ET,2021-04-04 16:59:17,5.65,36.65,67.12,74,62,1.99,light rain
116,Chuy,UY,2021-04-04 16:57:49,-33.6971,-53.4616,75.96,64,18,10.87,few clouds
117,Tilichiki,RU,2021-04-04 16:59:17,60.4667,166.1,5.5,87,100,15.97,overcast clouds
118,Kloulklubed,PW,2021-04-04 16:59:18,7.0419,134.2556,77.0,88,75,8.3,broken clouds
119,Faanui,PF,2021-04-04 16:59:18,-16.4833,-151.75,81.07,77,25,9.64,light rain
120,Havelock,US,2021-04-04 16:59:18,34.8791,-76.9013,66.0,34,1,11.5,clear sky
121,Hovd,MN,2021-04-04 16:59:19,48.0056,91.6419,33.39,22,49,0.98,scattered clouds
122,Tessalit,ML,2021-04-04 16:59:19,20.1986,1.0114,96.03,4,0,2.93,clear sky
123,Nizhniy Tsasuchey,RU,2021-04-04 16:59:20,50.5167,115.1333,36.21,67,46,15.41,scattered clouds
124,Sao Filipe,CV,2021-04-04 16:59:20,14.8961,-24.4956,76.64,65,34,2.53,scattered clouds
125,Hasaki,JP,2021-04-04 16:59:20,35.7333,140.8333,63.0,100,75,8.05,moderate rain
126,Kautokeino,NO,2021-04-04 16:59:21,69.0125,23.0412,23.25,96,93,4.68,overcast clouds
127,Zambezi,ZM,2021-04-04 16:57:45,-13.5432,23.1047,70.68,64,28,5.06,scattered clouds
128,Sebezh,RU,2021-04-04 16:59:21,56.2955,28.4654,37.33,74,99,8.59,overcast clouds
129,Mar Del Plata,AR,2021-04-04 16:59:21,-38.0023,-57.5575,75.99,78,40,17.27,scattered clouds
130,Mahebourg,MU,2021-04-04 16:59:22,-20.4081,57.7,81.0,74,12,7.0,few clouds
131,Taungdwingyi,MM,2021-04-04 16:59:22,20.0167,95.55,72.63,71,99,5.79,overcast clouds
